site;y.1;y.2;y.3;y.4;y.5;y.6;y.7;y.8;y.9;y.10;huella;altitud;duration_minutes.1;duration_minutes.2;duration_minutes.3;duration_minutes.4;duration_minutes.5;duration_minutes.6;duration_minutes.7;duration_minutes.8;duration_minutes.9;duration_minutes.10
12191_1;0;0;0;0;NA;NA;NA;NA;NA;NA;71;3820;21;10;45;40;NA;NA;NA;NA;NA;NA
12191_10;0;1;0;0;NA;NA;NA;NA;NA;NA;71;3820;100;12;3;35;NA;NA;NA;NA;NA;NA
12191_12;0;0;NA;NA;NA;NA;NA;NA;NA;NA;71;3820;11;8;NA;NA;NA;NA;NA;NA;NA;NA
12191_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3820;17;NA;NA;NA;NA;NA;NA;NA;NA;NA
12191_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3820;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
12191_6;1;0;1;1;NA;NA;NA;NA;NA;NA;71;3820;81;30;10;21;NA;NA;NA;NA;NA;NA
12191_7;1;1;0;1;NA;NA;NA;NA;NA;NA;71;3820;9;7;15;15;NA;NA;NA;NA;NA;NA
12191_8;1;1;NA;NA;NA;NA;NA;NA;NA;NA;71;3820;25;136;NA;NA;NA;NA;NA;NA;NA;NA
12191_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;3820;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
12293_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1235;88;NA;NA;NA;NA;NA;NA;NA;NA;NA
12293_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1235;58;65;NA;NA;NA;NA;NA;NA;NA;NA
12294_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1285;60;60;NA;NA;NA;NA;NA;NA;NA;NA
12301_3;1;0;NA;NA;NA;NA;NA;NA;NA;NA;65;1413;173;2;NA;NA;NA;NA;NA;NA;NA;NA
12301_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1413;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
12302_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1383;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
12302_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1383;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
12302_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1383;32;NA;NA;NA;NA;NA;NA;NA;NA;NA
12303_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1512;185;NA;NA;NA;NA;NA;NA;NA;NA;NA
12305_10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;65;1487;51;50;NA;NA;NA;NA;NA;NA;NA;NA
12305_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1487;73;NA;NA;NA;NA;NA;NA;NA;NA;NA
12307_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1665;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
12307_4;0;1;0;0;0;NA;NA;NA;NA;NA;60;1665;60;30;3;3;300;NA;NA;NA;NA;NA
12307_5;0;0;0;NA;NA;NA;NA;NA;NA;NA;60;1665;240;101;9;NA;NA;NA;NA;NA;NA;NA
12307_6;0;0;0;0;1;0;NA;NA;NA;NA;60;1665;150;240;60;146;102;106;NA;NA;NA;NA
12307_8;0;0;0;NA;NA;NA;NA;NA;NA;NA;60;1665;120;180;90;NA;NA;NA;NA;NA;NA;NA
12307_9;0;0;0;0;0;0;0;0;0;NA;60;1665;240;240;9;28;83;135;240;90;120;NA
12309_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;54;1675;5;5;5;NA;NA;NA;NA;NA;NA;NA
12309_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;54;1675;7;4;4;NA;NA;NA;NA;NA;NA;NA
12314_0;0;1;0;NA;NA;NA;NA;NA;NA;NA;57;2350;5;5;5;NA;NA;NA;NA;NA;NA;NA
12314_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;2350;5;5;5;NA;NA;NA;NA;NA;NA;NA
12314_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;2350;12;8;5;NA;NA;NA;NA;NA;NA;NA
12317_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2391;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
12326_0;0;0;0;1;NA;NA;NA;NA;NA;NA;25;3112;25;35;250;124;NA;NA;NA;NA;NA;NA
12326_1;0;0;1;1;NA;NA;NA;NA;NA;NA;25;3112;151;123;210;137;NA;NA;NA;NA;NA;NA
12326_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;3112;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
12326_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;3112;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
12326_2;1;0;NA;NA;NA;NA;NA;NA;NA;NA;25;3112;200;30;NA;NA;NA;NA;NA;NA;NA;NA
12326_3;1;1;1;NA;NA;NA;NA;NA;NA;NA;25;3112;120;180;60;NA;NA;NA;NA;NA;NA;NA
12326_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;25;3112;48;8;NA;NA;NA;NA;NA;NA;NA;NA
12326_5;1;0;0;NA;NA;NA;NA;NA;NA;NA;25;3112;90;93;135;NA;NA;NA;NA;NA;NA;NA
12326_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;3112;223;NA;NA;NA;NA;NA;NA;NA;NA;NA
12331_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3874;36;NA;NA;NA;NA;NA;NA;NA;NA;NA
12332_0;1;1;1;0;1;1;1;NA;NA;NA;62;3860;46;45;10;5;16;51;54;NA;NA;NA
12332_1;1;1;1;1;1;1;0;1;1;1;62;3860;31;30;32;54;15;38;5;30;10;30
12332_10;1;1;0;0;1;0;1;1;1;1;62;3860;31;23;40;67;24;2;58;7;52;40
12332_11;1;1;1;1;1;1;0;1;1;1;62;3860;180;28;20;23;8;7;64;25;30;10
12332_12;0;1;1;0;1;1;1;NA;NA;NA;62;3860;8;50;32;23;5;118;33;NA;NA;NA
12332_2;0;1;1;1;1;1;1;0;1;NA;62;3860;16;29;7;25;90;13;9;15;117;NA
12332_3;1;1;1;0;0;0;1;1;NA;NA;62;3860;58;105;36;2;60;60;15;33;NA;NA
12332_4;1;0;0;1;1;1;0;0;1;1;62;3860;55;10;83;86;60;30;180;90;9;13
12332_5;1;1;1;1;1;1;1;0;1;NA;62;3860;26;3;16;6;60;12;60;8;12;NA
12332_6;1;1;1;1;1;1;0;1;1;1;62;3860;15;13;22;30;27;20;80;30;35;22
12332_7;1;1;1;1;1;1;1;1;0;1;62;3860;81;45;30;240;60;12;14;2;22;30
12332_8;0;1;1;1;1;0;1;NA;NA;NA;62;3860;10;22;60;13;24;15;36;NA;NA;NA
12332_9;1;0;1;0;1;1;0;NA;NA;NA;62;3860;240;31;20;38;85;85;38;NA;NA;NA
12438_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1374;142;NA;NA;NA;NA;NA;NA;NA;NA;NA
12438_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1374;121;NA;NA;NA;NA;NA;NA;NA;NA;NA
12450_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;1788;5;5;5;NA;NA;NA;NA;NA;NA;NA
12450_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;1788;5;3;5;NA;NA;NA;NA;NA;NA;NA
12454_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;54;2203.5;20;60;NA;NA;NA;NA;NA;NA;NA;NA
12454_11;0;1;NA;NA;NA;NA;NA;NA;NA;NA;54;2203.5;7;5;NA;NA;NA;NA;NA;NA;NA;NA
12454_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2203.5;33;NA;NA;NA;NA;NA;NA;NA;NA;NA
12454_4;1;0;0;NA;NA;NA;NA;NA;NA;NA;54;2203.5;71;10;7;NA;NA;NA;NA;NA;NA;NA
12454_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2203.5;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
12455_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;54;2343;5;5;5;NA;NA;NA;NA;NA;NA;NA
12455_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;54;2343;5;5;5;NA;NA;NA;NA;NA;NA;NA
12455_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;54;2343;9;6;4;NA;NA;NA;NA;NA;NA;NA
12462_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;2544;200;NA;NA;NA;NA;NA;NA;NA;NA;NA
12467_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3397.5;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
12467_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3397.5;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
12467_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3397.5;39;NA;NA;NA;NA;NA;NA;NA;NA;NA
12468_0;1;1;1;1;0;1;0;1;1;0;57;3513;41;56;122;46;50;133;60;202;116;60
12468_1;0;0;0;1;0;1;0;1;1;1;57;3513;41;30;60;88;52;25;93;108;160;36
12468_10;1;0;0;0;1;0;1;1;1;0;57;3513;15;27;216;75;180;60;100;131;271;203
12468_11;0;0;1;0;1;1;1;0;0;0;57;3513;72;19;143;27;188;22;141;300;180;44
12468_12;0;0;0;0;0;0;NA;NA;NA;NA;57;3513;226;180;211;50;6;129;NA;NA;NA;NA
12468_2;0;0;1;1;0;1;0;0;1;1;57;3513;33;18;31;120;55;120;71;55;60;119
12468_3;0;1;0;0;0;0;0;0;0;0;57;3513;86;46;30;240;97;43;40;30;15;30
12468_4;0;1;0;0;0;0;1;0;0;NA;57;3513;18;120;102;14;52;120;5;240;109;NA
12468_5;0;1;0;1;0;0;0;1;0;1;57;3513;254;282;84;7;8;40;300;193;44;197
12468_6;1;0;1;1;1;1;0;0;0;1;57;3513;185;12;17;38;39;240;30;5;139;111
12468_7;0;0;0;0;0;1;1;0;1;1;57;3513;25;49;210;35;2;95;56;63;28;55
12468_8;1;0;0;0;1;1;0;1;0;1;57;3513;45;35;26;14;45;72;122;64;46;61
12468_9;1;0;0;0;0;1;0;1;1;1;57;3513;120;180;6;11;41;48;60;75;75;90
12469_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3772;8;NA;NA;NA;NA;NA;NA;NA;NA;NA
12469_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3772;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
12469_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3772;69;NA;NA;NA;NA;NA;NA;NA;NA;NA
12471_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;3973;20;2;10;NA;NA;NA;NA;NA;NA;NA
12471_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3973;109;NA;NA;NA;NA;NA;NA;NA;NA;NA
12471_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;57;3973;13;13;NA;NA;NA;NA;NA;NA;NA;NA
12471_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;57;3973;24;48;NA;NA;NA;NA;NA;NA;NA;NA
12471_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3973;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
12471_7;0;0;0;0;0;0;0;0;NA;NA;57;3973;20;19;15;57;2;51;17;29;NA;NA
12471_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3973;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
12472_0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;49;41;NA;NA;NA;NA;NA;NA;NA;NA
12472_1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;7;75;NA;NA;NA;NA;NA;NA;NA;NA
12472_10;1;0;1;NA;NA;NA;NA;NA;NA;NA;62;3901;95;6;48;NA;NA;NA;NA;NA;NA;NA
12472_11;1;1;1;1;1;1;1;1;0;1;62;3901;47;15;27;29;19;20;69;60;58;20
12472_12;0;1;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;9;22;NA;NA;NA;NA;NA;NA;NA;NA
12472_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;104;NA;NA;NA;NA;NA;NA;NA;NA;NA
12472_7;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;5;15;NA;NA;NA;NA;NA;NA;NA;NA
12472_8;1;1;0;1;1;1;NA;NA;NA;NA;62;3901;15;7;20;91;111;46;NA;NA;NA;NA
12472_9;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;79;3;NA;NA;NA;NA;NA;NA;NA;NA
12473_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3833;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
12583_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1425.5;169;NA;NA;NA;NA;NA;NA;NA;NA;NA
12596_0;0;0;0;0;0;0;NA;NA;NA;NA;51;2206;5;5;5;5;5;5;NA;NA;NA;NA
12596_1;0;0;0;0;0;0;NA;NA;NA;NA;51;2206;5;5;5;5;5;5;NA;NA;NA;NA
12596_11;0;0;0;0;0;0;NA;NA;NA;NA;51;2206;9;11;5;7;3;6;NA;NA;NA;NA
12596_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2206;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
12596_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2206;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
12610_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;3858;5;20;NA;NA;NA;NA;NA;NA;NA;NA
12610_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;3858;26;NA;NA;NA;NA;NA;NA;NA;NA;NA
12610_7;0;0;1;0;1;1;1;0;1;1;34;3858;21;10;5;14;117;2;30;4;26;60
12611_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;31;3815;32;16;NA;NA;NA;NA;NA;NA;NA;NA
12611_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3815;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
12611_11;1;1;1;0;NA;NA;NA;NA;NA;NA;31;3815;160;5;3;27;NA;NA;NA;NA;NA;NA
12611_2;1;0;NA;NA;NA;NA;NA;NA;NA;NA;31;3815;291;28;NA;NA;NA;NA;NA;NA;NA;NA
12611_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3815;41;NA;NA;NA;NA;NA;NA;NA;NA;NA
12611_7;0;0;0;1;0;1;1;NA;NA;NA;31;3815;50;33;15;7;39;64;25;NA;NA;NA
12611_8;1;1;0;NA;NA;NA;NA;NA;NA;NA;31;3815;10;235;31;NA;NA;NA;NA;NA;NA;NA
12612_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3975;42;NA;NA;NA;NA;NA;NA;NA;NA;NA
12612_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3975;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
12612_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;3975;27;7;NA;NA;NA;NA;NA;NA;NA;NA
12612_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3975;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
12719_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1523;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
12724_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1442.5;9;NA;NA;NA;NA;NA;NA;NA;NA;NA
12724_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1442.5;170;NA;NA;NA;NA;NA;NA;NA;NA;NA
12724_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1442.5;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
12724_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1442.5;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
12732_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2058;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
12737_0;0;0;0;0;0;0;0;0;0;0;54;2142;5;5;5;5;5;5;5;5;5;5
12737_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2142;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
12737_10;0;0;0;0;0;0;0;0;0;1;54;2142;5;6;5;7;14;10;5;5;10;11
12737_2;0;0;0;0;0;0;0;0;0;0;54;2142;5;5;5;5;5;5;5;5;5;5
12737_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2142;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
12737_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2142;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
12737_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2142;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
12738_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2388;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
12738_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2388;144;NA;NA;NA;NA;NA;NA;NA;NA;NA
12739_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;34;2392;5;6;5;NA;NA;NA;NA;NA;NA;NA
12739_1;0;0;0;0;NA;NA;NA;NA;NA;NA;34;2392;5;5;5;5;NA;NA;NA;NA;NA;NA
12739_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;34;2392;5;6;4;NA;NA;NA;NA;NA;NA;NA
12752_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;4006;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
12753_0;1;1;1;NA;NA;NA;NA;NA;NA;NA;31;3999;120;150;8;NA;NA;NA;NA;NA;NA;NA
12753_1;0;1;1;0;1;1;0;NA;NA;NA;31;3999;40;40;21;3;52;120;30;NA;NA;NA
12753_11;1;0;1;0;0;1;0;0;0;0;31;3999;123;39;120;8;12;60;58;17;6;20
12753_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3999;17;NA;NA;NA;NA;NA;NA;NA;NA;NA
12753_2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3999;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
12753_3;0;0;1;1;NA;NA;NA;NA;NA;NA;31;3999;18;25;25;64;NA;NA;NA;NA;NA;NA
12753_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3999;63;NA;NA;NA;NA;NA;NA;NA;NA;NA
12753_5;1;1;0;NA;NA;NA;NA;NA;NA;NA;31;3999;40;14;45;NA;NA;NA;NA;NA;NA;NA
12753_6;0;0;1;1;1;NA;NA;NA;NA;NA;31;3999;7;4;6;45;30;NA;NA;NA;NA;NA
12753_7;1;0;0;1;1;NA;NA;NA;NA;NA;31;3999;134;240;35;246;69;NA;NA;NA;NA;NA
12753_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;31;3999;46;15;NA;NA;NA;NA;NA;NA;NA;NA
12753_9;1;1;0;NA;NA;NA;NA;NA;NA;NA;31;3999;120;129;11;NA;NA;NA;NA;NA;NA;NA
12865_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1471;70;NA;NA;NA;NA;NA;NA;NA;NA;NA
12865_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1471;66;NA;NA;NA;NA;NA;NA;NA;NA;NA
12866_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1606;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
12866_10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;1606;100;120;NA;NA;NA;NA;NA;NA;NA;NA
12866_11;1;1;1;NA;NA;NA;NA;NA;NA;NA;62;1606;120;120;120;NA;NA;NA;NA;NA;NA;NA
12866_2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;1606;200;180;NA;NA;NA;NA;NA;NA;NA;NA
12866_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1606;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
12866_4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;1606;180;60;NA;NA;NA;NA;NA;NA;NA;NA
12866_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1606;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
12866_9;1;1;1;1;1;NA;NA;NA;NA;NA;62;1606;100;150;100;60;120;NA;NA;NA;NA;NA
12868_0;0;0;0;0;0;NA;NA;NA;NA;NA;62;1673;300;180;180;180;180;NA;NA;NA;NA;NA
12868_1;0;0;0;0;NA;NA;NA;NA;NA;NA;62;1673;10;25;1;17;NA;NA;NA;NA;NA;NA
12872_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;1946;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
12872_5;1;0;NA;NA;NA;NA;NA;NA;NA;NA;34;1946;200;163;NA;NA;NA;NA;NA;NA;NA;NA
12874_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2042;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
12878_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;51;1935;5;5;5;NA;NA;NA;NA;NA;NA;NA
12878_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;51;1935;5;6;6;NA;NA;NA;NA;NA;NA;NA
12878_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;51;1935;5;5;5;NA;NA;NA;NA;NA;NA;NA
12879_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2048;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
12879_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2048;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
12879_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;2048;120;90;NA;NA;NA;NA;NA;NA;NA;NA
12879_4;0;0;0;NA;NA;NA;NA;NA;NA;NA;51;2048;123;20;60;NA;NA;NA;NA;NA;NA;NA
12879_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2048;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
12879_9;1;0;0;0;0;0;NA;NA;NA;NA;51;2048;115;99;73;20;70;1;NA;NA;NA;NA
12880_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2223;86;NA;NA;NA;NA;NA;NA;NA;NA;NA
12880_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;2223;60;20;NA;NA;NA;NA;NA;NA;NA;NA
12880_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2223;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
12891_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3829;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
12891_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3829;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
12891_8;0;1;NA;NA;NA;NA;NA;NA;NA;NA;57;3829;54;45;NA;NA;NA;NA;NA;NA;NA;NA
12892_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3867;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
12893_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3901;68;NA;NA;NA;NA;NA;NA;NA;NA;NA
12894_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;4026;16;NA;NA;NA;NA;NA;NA;NA;NA;NA
12894_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;4026;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
12894_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;28;4026;10;78;9;NA;NA;NA;NA;NA;NA;NA
12894_12;0;0;NA;NA;NA;NA;NA;NA;NA;NA;28;4026;9;10;NA;NA;NA;NA;NA;NA;NA;NA
12894_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;4026;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
12894_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;4026;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
12894_7;0;0;0;NA;NA;NA;NA;NA;NA;NA;28;4026;20;38;30;NA;NA;NA;NA;NA;NA;NA
13006_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1503;172;NA;NA;NA;NA;NA;NA;NA;NA;NA
13006_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1503;200;NA;NA;NA;NA;NA;NA;NA;NA;NA
13018_2;0;0;0;0;0;0;0;NA;NA;NA;45;2166.5;5;5;5;5;5;5;63;NA;NA;NA
13018_3;0;0;0;0;0;0;NA;NA;NA;NA;45;2166.5;5;5;5;5;5;5;NA;NA;NA;NA
13020_11;1;0;NA;NA;NA;NA;NA;NA;NA;NA;48;2004;60;128;NA;NA;NA;NA;NA;NA;NA;NA
13021_0;1;1;1;NA;NA;NA;NA;NA;NA;NA;42;2125;240;180;120;NA;NA;NA;NA;NA;NA;NA
13021_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;2125;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
13021_11;0;1;0;0;0;1;1;NA;NA;NA;42;2125;51;49;34;120;25;43;24;NA;NA;NA
13021_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;2125;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
13021_3;0;0;1;1;NA;NA;NA;NA;NA;NA;42;2125;180;25;152;180;NA;NA;NA;NA;NA;NA
13021_4;0;1;0;NA;NA;NA;NA;NA;NA;NA;42;2125;120;180;180;NA;NA;NA;NA;NA;NA;NA
13021_5;0;0;1;1;1;1;1;NA;NA;NA;42;2125;60;30;160;130;235;145;270;NA;NA;NA
13021_8;0;0;1;1;0;0;1;1;NA;NA;42;2125;84;90;89;158;30;20;30;60;NA;NA
13021_9;0;0;1;0;0;0;0;1;0;0;42;2125;30;60;116;120;180;20;68;16;14;60
13022_0;0;0;0;NA;NA;NA;NA;NA;NA;NA;42;2303;5;5;5;NA;NA;NA;NA;NA;NA;NA
13022_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;42;2303;5;5;5;NA;NA;NA;NA;NA;NA;NA
13022_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;42;2303;7;6;7;NA;NA;NA;NA;NA;NA;NA
13022_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;2303;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
13022_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;2303;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
13035_0;0;1;1;1;1;1;1;1;1;1;28;4015;100;59;57;211;10;27;62;98;200;120
13035_1;1;1;0;1;1;1;1;1;0;1;28;4015;56;210;20;24;89;15;55;120;90;60
13035_10;0;0;1;0;0;0;0;1;0;0;28;4015;45;160;68;36;41;60;41;120;24;45
13035_11;0;0;0;0;0;1;0;1;1;1;28;4015;35;54;60;5;8;44;41;33;29;34
13035_12;0;0;1;1;NA;NA;NA;NA;NA;NA;28;4015;31;58;22;54;NA;NA;NA;NA;NA;NA
13035_2;0;1;1;1;1;0;0;0;1;1;28;4015;72;62;84;45;82;247;55;70;105;77
13035_3;1;1;0;0;0;0;0;1;1;1;28;4015;105;30;111;50;60;6;57;100;60;152
